pdf_page,file,location_hint,original_text,corrected_text,term,action,confidence,notes
045,full,重 x | | | (=) 如何做到食不过量 食不过量主要指每天摄和人的各种食物所 “六一 提供的能量，不超过也不低于人体所需要的 Mt:,摄和,摄入,摄和,corrected,medium,批量规则修正；逐条保留上下文。
050,full,"ke/m’), FFCWLBER RR 病原因，然后评估进食量、能量摄和水平、腾食构成、身体活动水平、身体成分构成 2] 等。根据目前健康状况",摄和,摄入,摄和,corrected,medium,批量规则修正；逐条保留上下文。
050,full,"), FFCWLBER RR 病原因，然后评估进食量、能量摄和水平、腾食构成、身体活动水平、身体成分构成 2] 等。根据目前健康状况、能量摄入",腾食,膳食,腾食,corrected,high,批量规则修正；逐条保留上下文。
055,full,"低体重和肥胖增加老年人死亡 风险,超重 (BMI 为 24.0~29.9kgjm? ) 降低老年人死亡风险。低体重 ( BMI<18.5kg/m’ )",kgjm,kg/m²,kgjm,corrected,medium,批量规则修正；逐条保留上下文。
061,full,物的摄 :| 入量起到关键作用。循证研究发现，保证每天丰富的蔬菜水果摄和人，可 一 维持机体健康、改善肥胖，有效降低心血管疾病和肺癌的发病风险，,摄和,摄入,摄和,corrected,medium,批量规则修正；逐条保留上下文。
061,full,癌症具有保护作用。全谷物食 物是腾食纤维和3 族维生素的重要来源，适量摄和可降低 2 型独尿病的发病风险，也 | 可保证肠道健康。奶类富含钙和优,摄和,摄入,摄和,corrected,medium,批量规则修正；逐条保留上下文。
061,full,。蔬菜水果是维生素、矿物质、腾食纤 一维和植物化学物的重要来源，对提高腾食微量营养素和植物化学物的摄 :| 入量起到关键作用。循证研究发现，保,腾食,膳食,腾食,corrected,high,批量规则修正；逐条保留上下文。
061,full,果、奶类、全谷、大豆 he 蔬菜水果、全谷物、奶类、大豆及豆制品是平衡腾食的重要组成部 ES 分，坚果是平衡膳食的有益补充。蔬菜水果是维生素、矿,腾食,膳食,腾食,corrected,high,批量规则修正；逐条保留上下文。
061,full,组成部 ES 分，坚果是平衡膳食的有益补充。蔬菜水果是维生素、矿物质、腾食纤 一维和植物化学物的重要来源，对提高腾食微量营养素和植物化学物的摄,腾食,膳食,腾食,corrected,high,批量规则修正；逐条保留上下文。
061,full,预防食管痪、胃癌、结肠瘤等主要消化道癌症具有保护作用。全谷物食 物是腾食纤维和3 族维生素的重要来源，适量摄和可降低 2 型独尿病的发病风险，也,腾食,膳食,腾食,corrected,high,批量规则修正；逐条保留上下文。
062,full,物全部 的天然营养成分，还富含膳食纤维、B 族维生素和维生素下等，增加其报信量与降低2 型糖尿病、心血管疾病和瘤症的发病风险有关。 蔬菜水果、全谷物,报信,摄入,报信,corrected,medium,批量规则修正；逐条保留上下文。
062,full,"-22 近年来,我国居民蔬菜摄入量逐渐下降，水果、奶类、全谷物和大豆摄和人量仍处 于较低水平。基于其营养价值和健康意义，建议增加蔬菜水果、奶类、",摄和,摄入,摄和,corrected,medium,批量规则修正；逐条保留上下文。
062,full,、奶类、大豆及豆制品是平衡膳食的重要组成部分，不同年龄 人和群推荐的食物摄和人量见表 1-22。 | 表 1-22，不同人群蔬菜水果、全谷物、奶类,摄和,摄入,摄和,corrected,medium,批量规则修正；逐条保留上下文。
062,full,意义，建议增加蔬菜水果、奶类、全谷物和大豆 及其制品的扼入。推荐成人每天摄和人蔬菜不少于 300g，其中新鲜深色蔬菜应占 1/2; 水 | 果 2,摄和,摄入,摄和,corrected,medium,批量规则修正；逐条保留上下文。
062,full,多，是膳食钙和优质蛋白质的重要 3 来源。蔬菜水果富含维生素、夏物质、腾食纤维，目能量低，对于满足人体微量营养 素的需要，保持人体肠道正常功能以及,腾食,膳食,腾食,corrected,high,批量规则修正；逐条保留上下文。
064,full,红色、权 红色和紫红色蔬菜，具有营养优势，克其是富含 B- 胡葛卜素，是腾食维生素A 的主 要来源，应注意多选择。深绿色蔬菜有菠菜、油某等;橘红色蔬,腾食,膳食,腾食,corrected,high,批量规则修正；逐条保留上下文。
066,full,e 菜、十字花科蔬菜更富含营养物质。自己制 7 fet ORE) 是多摄和人蔬菜水 人 果的好办法。蔬药水果各有营养特点，不能 替代或长期缺乏。,摄和,摄入,摄和,corrected,medium,批量规则修正；逐条保留上下文。
066,full,食讲完毕素搭配，做到餐餐有蔬菜。在食堂就 餐，每顿饭的蔬菜也应占整体腾食餐盘的 1/2。 2. 天天吃水果 | 一个三口之家，一周应该采购 4,腾食,膳食,腾食,corrected,high,批量规则修正；逐条保留上下文。
067,full,500= | 快加工处理、食用，最大程度地保证营养 - | 素的摄和人。 | 2. 开汤下荣 | TERE Re ( 如维生素 C、B,摄和,摄入,摄和,corrected,medium,批量规则修正；逐条保留上下文。
067,full,(四 ) 如何达到多吃奶类和大豆 到 奶类和大豆制品都富含优质蛋白，是腾食 FER | Y 1. 选择多种奶制品 鲜牛奶 100 常,腾食,膳食,腾食,corrected,high,批量规则修正；逐条保留上下文。
070,full,可提供更多的B族维生 = 对比例仍与完整颖果保持一致的谷物 素、矿物质、腾食纤维等营养成分及有益健康 “| 制品。 的植物化学物。 | 全谷物食,腾食,膳食,腾食,corrected,high,批量规则修正；逐条保留上下文。
070,full,般都 可以整粒食用，所以也放在这里一起讨论。杂豆可以和主食搭配食用，发挥腾食纤维、 维生素 B、钊、镁等均衡营养作用，提高蛋白质互补和利用。各种豆馅,腾食,膳食,腾食,corrected,high,批量规则修正；逐条保留上下文。
071,full,"正确的认识，促成 | 实践健康的饮食行为。许多家长虽然知道有些不健康腾食行为对健康的消极影响，但 | | HU ARPA EAH Se, U",腾食,膳食,腾食,corrected,high,批量规则修正；逐条保留上下文。
071,full,"生长发育和成人健康的良好饮食来源， 每人人 会 ， 都应该把其作为一生腾食的重要选择。 ie ， | SEL, WAS EEA, TEER",腾食,膳食,腾食,corrected,high,批量规则修正；逐条保留上下文。
072,full,，各国腾食指南，都将蔬菜水果、全谷物、奶类和豆类 尽。 食物作为优先推荐报信的食物种类。 (一) 我国居民蔬菜水果、全谷物、奶类、豆类和坚果摄入量的,报信,摄入,报信,corrected,medium,批量规则修正；逐条保留上下文。
072,full,8 年成年人水果平均摄入量接近 50g/d，与 | 膳食指南推荐的水果摄和人量相比仍有很大差距。以 2018 年的数据为例，不同年龄组成 | 年,摄和,摄入,摄和,corrected,medium,批量规则修正；逐条保留上下文。
072,full,全谷物、奶类和大豆类食物在保持健 全 康和预防疾病方面的重要作用，各国腾食指南，都将蔬菜水果、全谷物、奶类和豆类 尽。 食物作为优先推荐报信的食物,腾食,膳食,腾食,corrected,high,批量规则修正；逐条保留上下文。
075,full,> 章节：准则三 多吃蔬果、奶类、全谷、大豆 我国居民大豆及其制品摄和量在 2000 年以后消费量呈下降趋势，中国健康与 营养调查数据显示，成,摄和,摄入,摄和,corrected,medium,批量规则修正；逐条保留上下文。
076,full,"(27.9g ) 不及腾食指南推荐摄人量的 10。在 3 天 24h 腾食调查中,成年居民 近 80% 未消费奶类，且只有 4% 的居民日均摄入量",腾食,膳食,腾食,corrected,high,批量规则修正；逐条保留上下文。
076,full,、奶类和豆类是人类膳食的重要组成部分，寅含人体所需要 的维生素、矿物质、腾食纤维和植物化学物，奶类和大豆类也是优质蛋白质的重要来 源。蔬菜、水果种类,腾食,膳食,腾食,corrected,high,批量规则修正；逐条保留上下文。
076,full,"善，2018 年成年居民日均奶类及其制品 消费量 (27.9g ) 不及腾食指南推荐摄人量的 10。在 3 天 24h 腾食调查中,成年居民 近 8",腾食,膳食,腾食,corrected,high,批量规则修正；逐条保留上下文。
080,full,蛋白质。因此，结合我国居民蔬药摄人量有所减少，水果、全谷物、 奶类、豆类摄和人量虽没有明显变化，但仍处于较低摄人水平的现况，以及蔬果、全谷 | 物,摄和,摄入,摄和,corrected,medium,批量规则修正；逐条保留上下文。
080,full,图 1-24 ”常见坚果的脂肪酸组成 2. 膳食贡献 在不同年龄组人群的腾食中，蔬果、全谷物、奶类、豆类食物在满足人体对微量 营养素和膳食纤维的需要,腾食,膳食,腾食,corrected,high,批量规则修正；逐条保留上下文。
081,full,制品，以增加 B- He bh. BRAS. ABA C 第 和和钙的摄和人，是改善我国居民整体膳食微量营养素摄人水平不足、减少营养不良发生 部,摄和,摄入,摄和,corrected,medium,批量规则修正；逐条保留上下文。
081,full,项病例对照 ; | 、 2 项系统评价，1 项特大型队列研 增加摄和可降低心血管疾病发病和死亡风险 。 人3 硕大型队列研究 B | 了,摄和,摄入,摄和,corrected,medium,批量规则修正；逐条保留上下文。
082,full,和群的队列研究 ) 的 Meta 分析，结果表明每增加 80g/d 蔬菜摄和人，心血管疾病发病风险降低 13% ( RR=0.87; | 95%C,摄和,摄入,摄和,corrected,medium,批量规则修正；逐条保留上下文。
083,full,种类的蔬菜中，十字花科蔬菜的作用最为显著。 (2) 蔬菜与癌症 增加蔬菜摄和人量对预防食管鳞 (腺 ) 癌具有保护作用; 蔬菜摄人总量与胃癌发病 风,摄和,摄入,摄和,corrected,medium,批量规则修正；逐条保留上下文。
083,full,项队列研究和 1 项横断面研究 ) 进行 | 综合评价，依然支持总水果摄和人量可降低心血管疾病发 | 病风险。一项涵盖中国 67 211 名女性,摄和,摄入,摄和,corrected,medium,批量规则修正；逐条保留上下文。
084,full,"人高的女孩 (平均每天摄和人 3.8 份 ) 比摄和人低的女孩(平均每天摄和人 1.3 份 ) 在成年后 ARRMRA A PRE, SRAM RE",摄和,摄入,摄和,corrected,medium,批量规则修正；逐条保留上下文。
084,full,少年时期牛奶及其制品摄 人高的女孩 (平均每天摄和人 3.8 份 ) 比摄和人低的女孩(平均每天摄和人 1.3 份 ) 在成年后 ARRMRA A,摄和,摄入,摄和,corrected,medium,批量规则修正；逐条保留上下文。
084,full,性队列研究显示，在儿童及青少年时期牛奶及其制品摄 人高的女孩 (平均每天摄和人 3.8 份 ) 比摄和人低的女孩(平均每天摄和人 1.3 份 ) 在,摄和,摄入,摄和,corrected,medium,批量规则修正；逐条保留上下文。
084,full,果显示，不论是蔬菜和水果联合评价，还是蔬菜、水果亚组 分析，蔬菜水果的高摄和人均能降低心血管疾病和脑座中的发生率和死亡率; 而且水果 BAIA G.,摄和,摄入,摄和,corrected,medium,批量规则修正；逐条保留上下文。
084,full,菜和水果摄人增加可使肺癌发生风险降低 24% 8 另外，增加蔬菜和水果摄和人还可能降低乳腺癌和肥胖的发病风险。 3. 奶类及其制品与健康益处 共纳,摄和,摄入,摄和,corrected,medium,批量规则修正；逐条保留上下文。
085,full,RCT 研究显示，每天摄人 100g 酸奶可改善便秘。 | | 酸奶摄和可改善幽门螺杆菌的根除率。2014 年样本量为 200 的中国人群 RC,摄和,摄入,摄和,corrected,medium,批量规则修正；逐条保留上下文。
085,full,| 0.91~0.94 )。 EN | | | (3 ) 酸奶摄和人量与健康益处 | | 纳入 65 简学术文献，其中酸奶与乳糖不而证,摄和,摄入,摄和,corrected,medium,批量规则修正；逐条保留上下文。
085,full,发病风险无明显相关，与牛奶摄入量最低组〈 每周 <2 次 ) 相比，每天摄和人牛奶=2 次组 RR (95%CI) 为 1.06 (0.99，1.1,摄和,摄入,摄和,corrected,medium,批量规则修正；逐条保留上下文。
085,full,果显示前列腺瘤发病风险与总奶制品、低 | 脂奶制品、全脂奶制品或牛奶摄和无关。另一项研究纳入 162 816 人，随访 14 年，结 果显示牛,摄和,摄入,摄和,corrected,medium,批量规则修正；逐条保留上下文。
085,full,次组 RR (95%CI) 为 1.06 (0.99，1.14 )，牛奶摄和人量与前 列腺瘤发病风险无明显剂量 - 反应关系。 | 牛奶及其制品摄,摄和,摄入,摄和,corrected,medium,批量规则修正；逐条保留上下文。
085,full,酸奶，呼气中氧含量升高水平显著低于等量普通牛奶。 | | | 酸奶摄和人可改善便秘。2008 年和 2009 年样本量分别为 135 和 15,摄和,摄入,摄和,corrected,medium,批量规则修正；逐条保留上下文。
086,full,> 章节：准则三 多吃蔬果、奶类、全谷、大豆 合评价分析大豆及其制品摄和人与多种疾病关系，主要证据表明 : (1) 大豆及其制品的摄人可降低乳腺,摄和,摄入,摄和,corrected,medium,批量规则修正；逐条保留上下文。
086,full,mg/d ) 也可以降低乳腺瘤的发生风险。 (2) 适量增加大豆及其制品摄和人的健康益处; 共纳入7篇文献(包括系统综述、 RCT 研究和前瞻性队列,摄和,摄入,摄和,corrected,medium,批量规则修正；逐条保留上下文。
086,full,系统评价显示，每天摄入 24g 或者 氨基 28g 坚果人群与几乎不摄和人群比较， 35620522 可以降低心血管疾病的发病风险。来 in,摄和,摄入,摄和,corrected,medium,批量规则修正；逐条保留上下文。
086,full,线 年龄 40-75 岁 42 226 名美国男性 ) 显示，大豆异黄酮摄和人量 (0.11~4.24me/d 之间 ) 与 冠心病 (CHD ),摄和,摄入,摄和,corrected,medium,批量规则修正；逐条保留上下文。
087,full,。蔬菜品种远多于水果，而且蔬菜 (深色蔬菜 ) y 的维生素、矿物质、腾食纤维和植物化学物的含量高于水果，故水果不能代替蔬菜。 水果中游离糙、有机,腾食,膳食,腾食,corrected,high,批量规则修正；逐条保留上下文。
087,full,"前不用加 时 热，其营养成分不受烹调因素影响，故蔬菜也不能代替水果。在腾食中,水果可补充 J 蔬菜摄入不足，蔬菜水果都有好的口感和风味，可以让人",腾食,膳食,腾食,corrected,high,批量规则修正；逐条保留上下文。
088,full,3，发菠糙米 GI 为 54，均属于低 GI 食物。因为 全谷物食物富含腾食纤维，可降低血糖生成指数。 5. 其他国家饮奶量是多少 其他国家居民牛奶,腾食,膳食,腾食,corrected,high,批量规则修正；逐条保留上下文。
088,full,多吃蔬果、奶类、全谷、大豆 > 表格候选：表 1-28 生素 C、腾食纤维等产生一定量的损失。果及是将新鲜水果糖渍而成，维生素损失较 多，仿糖,腾食,膳食,腾食,corrected,high,批量规则修正；逐条保留上下文。
088,full,年 300kg，我国居民只有21.7kg，相差 15 倍之多。 世界各国腾食指南中成年人乳及乳制品推荐摄入量见表 1-28。 表 1-28 各国,腾食,膳食,腾食,corrected,high,批量规则修正；逐条保留上下文。
088,full,指南中成年人乳及乳制品推荐摄入量见表 1-28。 表 1-28 各国腾食指南中成年人乳及乳制品的建议摄入量 EB 美国 3杯(720ml),腾食,膳食,腾食,corrected,high,批量规则修正；逐条保留上下文。
090,full,多摄入可增加某些肿瘤的发生风险，应当少吃或不吃。各年 S 龄朋人群的适宜报信量见表 1-29。 ~ # 1-29 不同人群动物性食物建议摄入量 总,报信,摄入,报信,corrected,medium,批量规则修正；逐条保留上下文。
094,full,些内脏食物 Ee PA UAE. BRE. ———— 硒和锌等，适量报信可弥补风味和日常腾食不 足，多数内脏产品胆固醇含量偏高，建议每月 可食用,报信,摄入,报信,corrected,medium,批量规则修正；逐条保留上下文。
094,full,PA UAE. BRE. ———— 硒和锌等，适量报信可弥补风味和日常腾食不 足，多数内脏产品胆固醇含量偏高，建议每月 可食用动物内脏食物 2-3,腾食,膳食,腾食,corrected,high,批量规则修正；逐条保留上下文。
095,full,，相对而言，牛、羊、猪等畜肉的饱和脂肪酸含量偏高。因此适量 | | 摄和人肉类是满足蛋白质需求并避免饱和脂肪酸摄人过多的平衡膳食措施。 | |,摄和,摄入,摄和,corrected,medium,批量规则修正；逐条保留上下文。
099,full,献率/% | 图 1-31 2015一2017 年居民畜禽蛋鱼虾类对腾食营养素的贡献率 | (=) 鱼、畜肉、禽和蛋与健康的关系证据分析,腾食,膳食,腾食,corrected,high,批量规则修正；逐条保留上下文。
100,full,"PPR UI RE AE Ue, SEER I OB SR C1) 增加摄和鱼肉可降低成年人全因死亡风险 | 对9篇文献(包括4篇系统评价和5篇队",摄和,摄入,摄和,corrected,medium,批量规则修正；逐条保留上下文。
101,full,ML PPG EAA; 对健康人和群而言，每日1个(每周7个 ) 鸡蛋报信与心 ‘ 87 i <!-- pdf-page:102 -->,报信,摄入,报信,corrected,medium,批量规则修正；逐条保留上下文。
101,full,0 多万例 18 BW | 研究对象 ) 的 Meta 分析发现，每日摄和鱼肉每增加 100g，脑卒中发生风险降低 14%， | RR (95%,摄和,摄入,摄和,corrected,medium,批量规则修正；逐条保留上下文。
101,full,"0 岁人群进行 14 年 随访的队列研究发现，与从不吃鱼人和群相比，每日摄和人鱼 >68g 的人群全因死亡风险降 低 30%, HR (95%CI)",摄和,摄入,摄和,corrected,medium,批量规则修正；逐条保留上下文。
101,full,列研究发现，在控制能量摄人 | 的情况下，与每天 1 份红肉相比，每天摄和人 1 份售肉者患心血管疾病的危险降低 19% | | (95%CI,摄和,摄入,摄和,corrected,medium,批量规则修正；逐条保留上下文。
101,full,对鱼肉与中老年人痴呆及认知功能障碍进行综合 最 | 评价，结果提示多摄和人鱼肉可降低发病风险，综合评价等级为B 级。2014 年一项对中 2,摄和,摄入,摄和,corrected,medium,批量规则修正；逐条保留上下文。
101,full,研究，其中5 项 研究来自中国人群 ) 进行综合评价，结果提示增加鱼肉摄和人可降低成年人脑卒中的发 | 病风险，综合评价等级为B 级。2017,摄和,摄入,摄和,corrected,medium,批量规则修正；逐条保留上下文。
102,full,5 岁人和群 进行的畜肉与2型糖尿病发病风险的 Meta 分析发现，与不摄和人畜肉相比，每天摄人 150g 畜肉的人群 2 型糖尿病发病风险增加 6,摄和,摄入,摄和,corrected,medium,批量规则修正；逐条保留上下文。
102,full,、7 项队列研究和 1 项病例对照研究 ) 进行综 合评价，结果显示过多摄和人畜肉可增加 2 型糖尿病的发病风险，综合评价等级为级。 2009 年开,摄和,摄入,摄和,corrected,medium,批量规则修正；逐条保留上下文。
102,full,分析和 1 项队列研究 ) 进行综合评价，结果显示在 一般人群中，鸡蛋摄和与心血管疾病的发病风险无关，综合评价等级为B级。2020 年一项包含 2,摄和,摄入,摄和,corrected,medium,批量规则修正；逐条保留上下文。
102,full,，增加畜肉摄入可降低贫血的发病风险。其推荐等级均为 B级。 (1) 过多摄和人畜肉可增加 2 ORR Re EY Ap A 对10篇文献(包括2篇,摄和,摄入,摄和,corrected,medium,批量规则修正；逐条保留上下文。
103,full,"6 822 例 is | 中国人群进行的病例对照研究结果显示，与每天摄和人畜肉 33.30 人群相比，每天摄 | A 75g, 116.7g,",摄和,摄入,摄和,corrected,medium,批量规则修正；逐条保留上下文。
103,full,"69 岁 | | 英国女性的队列研究结果显示，每天摄人畜肉的人群比不摄和人畜肉的人群血清铁蛋白 第 | i 36%, HR (95%CI)",摄和,摄入,摄和,corrected,medium,批量规则修正；逐条保留上下文。
103,full,，共纳入 33 篇 腾 文献作为主要证据。目前有充足的证据表明，过多摄和人烟生食品可增加胃癌、食管瘤 EB | 的发病风险，其推荐等级均为,摄和,摄入,摄和,corrected,medium,批量规则修正；逐条保留上下文。
103,full,，综合评价等级为B 级。整体 Meta 分析结果显示， 上 重制食品摄和人增加 102% 食管癌的发病风险，OR (95%CI) 为 2.02,摄和,摄入,摄和,corrected,medium,批量规则修正；逐条保留上下文。
104,full,yd， | 也未发现胆固醇摄入量与冠心病发病和死亡风险有关。《中国居民腾食营养素参考摄 入量〈2013 版)》删除了对膳食胆固醇的上限值 (200,腾食,膳食,腾食,corrected,high,批量规则修正；逐条保留上下文。
104,full,他脂肪酸一样，除了构成人体组织外，一个重要的生理功能是为人 体提供能量。腾食饱和脂肪酸摄入量明显影响血鹏水平。有证据表明，血脂水平升高， 特别是血清,腾食,膳食,腾食,corrected,high,批量规则修正；逐条保留上下文。
104,full,固醇的合成。送年研究表明，人体自 身脂肪代谢对血中上胆固醇的影响要远大于腾食中胆固醇摄入的影响，另外，脂肪酸的 性质对胆固醇合成速率和血中脂质水平的,腾食,膳食,腾食,corrected,high,批量规则修正；逐条保留上下文。
104,full,是人体内胆固醇的主要来源; 二是外 源性的，即机体通过食物摄入胆固醇，经腾食摄入的胆固醇仅占体内合成胆固醇的 1/7~1/3 ( # 1-35 )。,腾食,膳食,腾食,corrected,high,批量规则修正；逐条保留上下文。
104,full,膳食营养素参考摄入量〈2013 版 ) 均建 议饱和脂肪酸的摄入量应低于腾食总能量的 10%。 2. 科学认识胆固醇 加 胆固醇属于类脂，具有环上,腾食,膳食,腾食,corrected,high,批量规则修正；逐条保留上下文。
104,full,血脂水平升高， 特别是血清胆固醇水平升高是动脉粥样硬化的重要影响因素，而腾食中饱和脂肪酸则与 血清胆固醇升高有关。世界卫生组织和中国居民膳食营养素参,腾食,膳食,腾食,corrected,high,批量规则修正；逐条保留上下文。
108,full,此要降低食盐摄入，培养清淡口味，逐渐做到量化用盐，推荐 :| 每天食盐报信量不超过 Se. En 训调油包括植物油和动物油，是人体必需脂肪酸和维,报信,摄入,报信,corrected,medium,批量规则修正；逐条保留上下文。
108,full,为 25~30g。 成年人脂肪提供能量应占总能量的 30% 以下。 过多摄和人添加糖 /含糖饮料，可增加颇齿、超重和肥胖等的发生风险。建议每天摄 当,摄和,摄入,摄和,corrected,medium,批量规则修正；逐条保留上下文。
108,full,。目前我国居民亮调油摄入量较多。过多亮调油的使用会增加脂肪 的摄人，导致腾食中脂肪供能比超过适宜范围。过多摄入反式脂肪酸还会增加心血管 疾病的发生风,腾食,膳食,腾食,corrected,high,批量规则修正；逐条保留上下文。
108,full,酸还会增加心血管 疾病的发生风险。应减少豪调油和动物脂肪用量，推荐每天的训调油报人量为 25~30g。 成年人脂肪提供能量应占总能量的 30% 以下,训调,烹调,训调,corrected,medium,批量规则修正；逐条保留上下文。
108,full,，逐渐做到量化用盐，推荐 :| 每天食盐报信量不超过 Se. En 训调油包括植物油和动物油，是人体必需脂肪酸和维生素三的重要 来源。目前我国居,训调,烹调,训调,corrected,medium,批量规则修正；逐条保留上下文。
108,full,比超过适宜范围。过多摄入反式脂肪酸还会增加心血管 疾病的发生风险。应减少豪调油和动物脂肪用量，推荐每天的训调油报人量为 25~30g。 成年人脂肪提,豪调,烹调,豪调,corrected,medium,批量规则修正；逐条保留上下文。
109,full,遍过多，因此应当减少食盐的摄人量。调查表明，我国很多居民脂 肪摄入过多，训调油摄人多是重要的因素，过多的脂肪 ( 包括毫调油 )、盐摄入是我国 |,训调,烹调,训调,corrected,medium,批量规则修正；逐条保留上下文。
111,full,或有家族性高血压的人，对食盐摄人量 [站 AN、 | 的变化更为敏感，腾食中的食盐如果增加或减 | BE: | 少，血压就会随之改变。吃盐过多可,腾食,膳食,腾食,corrected,high,批量规则修正；逐条保留上下文。
111,full,a 超过30%，也就是说一个成年人每天摄人 | 50-70g 脂肪，训调油占很大比例。 | 1. 学会选择用油 | 1 根据国家相关标准，,训调,烹调,训调,corrected,medium,批量规则修正；逐条保留上下文。
112,full,酸的黄油、奶油、毫馆的人造黄油、可可脂和棕榈油等制作。日常他和脂 肪酸的报信量应控制在总脂肪摄人量的 10% 以下。 YS <!-- pdf-p,报信,摄入,报信,corrected,medium,批量规则修正；逐条保留上下文。
112,full,饱和脂肪酸 动物油脂富含物和脂肪酸，应特别注意限制加工零食和油炸香胸食品报信，常温 下“脆”和“起酥”的产品如募条、土豆片、饼干、蛋糕、加工肉制品，,报信,摄入,报信,corrected,medium,批量规则修正；逐条保留上下文。
112,full,"步养成习惯，培养成自觉的行为和健 ) os | “康美食方法。 选购训调油应注意: ORE, | si ASML, AAR «WRU, KARO",训调,烹调,训调,corrected,medium,批量规则修正；逐条保留上下文。
115,full,成分表，选 人 合物或糖含量低的饮料，注意隐 | 大，很容易摄和过多的精，导臻口味杰 era ee 注意隐 Be | | SAN,摄和,摄入,摄和,corrected,medium,批量规则修正；逐条保留上下文。
116,full,37396; HE | WER SAR) F 30e/d 和毫调用盐摄和人量小于 5g/d 的人群比例分别为 46.6% 和 27.7%，均高于,摄和,摄入,摄和,corrected,medium,批量规则修正；逐条保留上下文。
116,full,5 年中国成年人慢性病与 营养监测数据显示， 每标准人日 豪调油和盐的摄和人量 昌 分别为4.25和9.3g。 从烹调油和埠报入量的长期变化站势,摄和,摄入,摄和,corrected,medium,批量规则修正；逐条保留上下文。
116,full,/d 的人群比例分别为 46.6% 和 27.7%，均高于农村居民。 训调油和误调盐援人水平的人群分布分别见图 1-33 和 | 图 1-34.,训调,烹调,训调,corrected,medium,批量规则修正；逐条保留上下文。
116,full,S (—) 我国居民油、盐、糖的摄入现状分析 量 1. 我国成年人的训调油和盐握入量 2015 年中国成年人慢性病与 营养监测数据显示，,训调,烹调,训调,corrected,medium,批量规则修正；逐条保留上下文。
116,full,2015 年中国成年人慢性病与 营养监测数据显示， 每标准人日 豪调油和盐的摄和人量 昌 分别为4.25和9.3g。 从烹调油和埠报入量的,豪调,烹调,豪调,corrected,medium,批量规则修正；逐条保留上下文。
116,full,国上 年居民平均每日毫调油摄入量小于 30gd 的人群比例为42.9%，豪调用盐摄人量小于 5的人群比例为23.396，其中 80 岁以上人群比例最,豪调,烹调,豪调,corrected,medium,批量规则修正；逐条保留上下文。
117,full,"(13.5¢), 13~17 岁组 ( 13.1g )，随年龄的增长糖摄和人量总体呈下降 上 趋势 (图 1-35 )。 | g |",摄和,摄入,摄和,corrected,medium,批量规则修正；逐条保留上下文。
117,full,摄人量为 9.1g，各年龄组 所 糖平均摄人量女性普遍高于男性。糖平均摄和人量最高的三个年龄组分别为 3~6 岁组 rE | (17.1g)、,摄和,摄入,摄和,corrected,medium,批量规则修正；逐条保留上下文。
119,full,日均酒精摄入量男性为 30.0g8，女性为 12.3g。成年 饮酒者酒精摄和人水平分布见表 1-43。值得注意的是，56.8% 的成年男性酒精摄和人,摄和,摄入,摄和,corrected,medium,批量规则修正；逐条保留上下文。
119,full,精摄和人水平分布见表 1-43。值得注意的是，56.8% 的成年男性酒精摄和人量超 第 ist 15e/d. 如 表 1-43 2015一201,摄和,摄入,摄和,corrected,medium,批量规则修正；逐条保留上下文。
120,full,.3%，高盐摄和人是高血压发生的重要影响因素，应引起重视。 我国居民钠的报信，72% 为豪调盐的贡献，8% 为酱油的贡献，因此减盐 (钠) 的 误调,报信,摄入,报信,corrected,medium,批量规则修正；逐条保留上下文。
120,full,。亮调油是提供人们所需脂肪的重要来源，占总脂肪的 53% 左右〈 总脂肪摄和人量为 79.9g )。 动物油所含脂肪酸比例与植物油脂不同，植物油富含,摄和,摄入,摄和,corrected,medium,批量规则修正；逐条保留上下文。
120,full,》结果表明，全国 18 岁及以上成年 人高血压患病率为 27.3%，高盐摄和人是高血压发生的重要影响因素，应引起重视。 我国居民钠的报信，72% 为,摄和,摄入,摄和,corrected,medium,批量规则修正；逐条保留上下文。
120,full,人是高血压发生的重要影响因素，应引起重视。 我国居民钠的报信，72% 为豪调盐的贡献，8% 为酱油的贡献，因此减盐 (钠) 的 误调油可分为植物油和,豪调,烹调,豪调,corrected,medium,批量规则修正；逐条保留上下文。
121,full,项队列研究和 | 篇横断面研究 ) 进行综合评 | 价，结果表明高盐摄和能够增加高血压发病风险，而降低盐概入量能降低血压，综合 评价等级为 A,摄和,摄入,摄和,corrected,medium,批量规则修正；逐条保留上下文。
121,full,国外 ( 2002—2020 年 ) 相关人群研究文 | | 献，经腾食与健康科学证据工作组的整体分析和综合评价，盐、油、糖、酒与健康关 |,腾食,膳食,腾食,corrected,high,批量规则修正；逐条保留上下文。
123,full,CI: -0.6%~0 ). (2) 以多不饱和脂肪酸部分替代饱和脂肪酸报信可降低冠心病的发病风险 i“ 纳入 18 篇文献 (13 篇系统综述、,报信,摄入,报信,corrected,medium,批量规则修正；逐条保留上下文。
123,full,. 油脂与健康 / 疾病 (1 ) 高脂肪摄人可增加肥胖风险，减少总脂肪摄和人有助于降低体重 对7篇文献(4篇系统综述、3 项 RCT 研究 ) 进,摄和,摄入,摄和,corrected,medium,批量规则修正；逐条保留上下文。
123,full,> 章节：准则五 少盐少油，控糖限酒 (2 ) 高盐 (钠) 的摄和人可增加脑卒中的发病风险 对7篇文献 (4篇系统综述和 3 项队列研究,摄和,摄入,摄和,corrected,medium,批量规则修正；逐条保留上下文。
